Community_ID,SolarEnergy_aspect1,SolarEnergy_aspect2,SolarEnergy_aspect3,SolarEnergy_aspect4,SolarEnergy_aspect5,Behavioural_aspect1,Behavioural_aspect2,Behavioural_aspect3,Behavioural_aspect4,Behavioural_aspect5
CC161260,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsOnNeed,NoSlabs,Auto-Off,StreetLightsEquipped
CC189837,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsNotEquipped
CC120481,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC149788,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC115694,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC204623,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC113275,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,NoSlabs,Auto-Off,StreetLightsNotEquipped
CC192705,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsAllTime,Slabs,Auto-Off,StreetLightsNotEquipped
CC190280,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC181558,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC119341,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC175724,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC172921,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsEquipped
CC165681,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC178291,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC214632,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC163068,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC192337,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC124386,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC141216,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsEquipped
CC204569,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsEquipped
CC119529,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsEquipped
CC155322,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC118931,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsNotEquipped
CC178863,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsNotEquipped
CC208343,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC213167,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC152987,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsEquipped
CC201702,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsAllTime,Slabs,Auto-Off,StreetLightsNotEquipped
CC210012,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC126648,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsEquipped
CC193560,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsOnNeed,Slabs,NoAuto-Off,StreetLightsEquipped
CC117087,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC139140,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsEquipped
CC198189,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsNotEquipped
CC151047,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC115965,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsAllTime,Slabs,Auto-Off,StreetLightsEquipped
CC116318,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC180982,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC118874,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC177389,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC172908,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC126703,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsEquipped
CC146614,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,NoSlabs,Auto-Off,StreetLightsNotEquipped
CC140682,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC207698,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,NoSlabs,Auto-Off,StreetLightsNotEquipped
CC117835,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsNotEquipped
CC117524,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC116751,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC143316,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC196860,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsNotEquipped
CC154206,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC206480,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC199788,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsAllTime,NoSlabs,Auto-Off,StreetLightsNotEquipped
CC133201,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC128387,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC212925,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC161941,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC172219,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC169215,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsNotEquipped
CC206630,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC169505,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsEquipped
CC129986,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC120479,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsNotEquipped
CC144368,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC126681,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC118219,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC207673,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC114000,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsEquipped
CC169103,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC184893,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC176647,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsEquipped
CC132286,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC146747,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsOnNeed,NoSlabs,Auto-Off,StreetLightsEquipped
CC183646,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC187060,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsAllTime,Slabs,Auto-Off,StreetLightsEquipped
CC160650,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsAllTime,NoSlabs,Auto-Off,StreetLightsEquipped
CC205378,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsAllTime,Slabs,Auto-Off,StreetLightsNotEquipped
CC150882,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsEquipped
CC137565,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsOnNeed,NoSlabs,Auto-Off,StreetLightsNotEquipped
CC170445,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC184444,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC146773,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsAllTime,Slabs,Auto-Off,StreetLightsEquipped
CC203651,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC176455,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,Slabs,Auto-Off,StreetLightsNotEquipped
CC200423,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsEquipped
CC196066,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsNotEquipped
CC196863,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsAllTime,NoSlabs,Auto-Off,StreetLightsNotEquipped
CC174210,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC178264,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC175883,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsOnNeed,NoSlabs,Auto-Off,StreetLightsNotEquipped
CC113388,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,Slabs,Auto-Off,StreetLightsEquipped
CC154134,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC151086,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC198057,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC137646,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC114541,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC124993,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC145404,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC180916,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC183027,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,Slabs,NoAuto-Off,StreetLightsEquipped
CC147733,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsEquipped
CC136129,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,Slabs,Auto-Off,StreetLightsNotEquipped
CC154343,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsAllTime,Slabs,Auto-Off,StreetLightsNotEquipped
CC213957,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC136273,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,NoSlabs,Auto-Off,StreetLightsNotEquipped
CC123352,SolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,NoSlabs,Auto-Off,StreetLightsNotEquipped
CC204570,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC119364,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC144869,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC208386,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC161985,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC164113,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC121788,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsEquipped
CC119939,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsOnNeed,NoSlabs,Auto-Off,StreetLightsEquipped
CC198783,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC123092,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC194969,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC189186,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,Slabs,NoAuto-Off,StreetLightsEquipped
CC113062,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsEquipped
CC140724,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC135736,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC201331,NoSolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACEquipped,Awareness,ACsOnNeed,NoSlabs,Auto-Off,StreetLightsNotEquipped
CC131383,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC213122,NoSolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC119925,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsEquipped
CC111425,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsEquipped
CC200046,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC157671,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC159429,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC136060,NoSolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,Slabs,NoAuto-Off,StreetLightsNotEquipped
CC150016,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,Slabs,Auto-Off,StreetLightsEquipped
CC212038,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACEquipped,NoAwareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC152733,SolarPowerEquipped,AddnlSolarPower,MinPowerNotEnabled,BatteriesEquipped,DCtoACnotEquipped,NoAwareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC209465,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsAllTime,NoSlabs,NoAuto-Off,StreetLightsNotEquipped
CC170247,SolarPowerEquipped,NoAddnlPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsAllTime,Slabs,Auto-Off,StreetLightsEquipped
CC161853,SolarPowerEquipped,NoAddnlPower,MinPowerNotEnabled,BatteriesNotEquipped,DCtoACnotEquipped,Awareness,ACsOnNeed,NoSlabs,NoAuto-Off,StreetLightsEquipped
CC199904,NoSolarPowerEquipped,AddnlSolarPower,MinPowerEnabled,BatteriesNotEquipped,DCtoACEquipped,Awareness,ACsOnNeed,NoSlabs,Auto-Off,StreetLightsEquipped
